Id,Sales
267,4926.0
268,6843.0
269,5607.0
270,7935.0
271,7677.0
272,6008.0
273,8508.0
274,7573.0
275,7645.0
276,8188.0
277,5831.0
278,9382.0
279,7058.0
280,11452.0
281,5297.0
282,5971.0
283,4926.0
284,11339.0
285,6259.0
286,9132.0
287,6304.0
288,9644.0
289,5100.0
290,8510.0
291,6379.0
292,3932.0
293,13080.0
294,18331.0
295,8496.0
296,7286.0
297,8692.0
298,11530.0
299,10904.0
300,5978.0
301,8302.0
302,6058.0
303,7929.0
304,3975.0
305,8510.0
306,6748.0
307,6748.0
308,5508.0
309,7769.0
310,5485.0
311,6341.0
312,4329.0
313,5025.0
314,6615.0
315,6963.0
316,8493.0
317,8663.0
318,6050.0
319,6316.0
320,6768.0
321,8108.0
322,7549.0
323,4272.0
324,4501.0
325,8565.0
326,4732.0
327,6355.0
328,3629.0
329,4458.0
330,7342.0
331,6719.0
332,5708.0
333,8690.0
334,8573.0
335,8226.0
336,5833.0
337,9948.0
338,3270.0
339,5488.0
340,7180.0
341,4777.0
342,7829.0
343,3380.0
344,5418.0
345,9433.0
346,10733.0
347,6542.0
348,6571.0
349,5796.0
350,10827.0
351,11449.0
352,6649.0
353,5564.0
354,5946.0
355,9968.0
356,4719.0
357,7425.0
358,8550.0
359,8432.0
360,11079.0
361,6345.0
362,10862.0
363,5810.0
364,5900.0
365,3366.0
366,5689.0
367,6068.0
368,5633.0
369,8608.0
370,6376.0
371,4616.0
372,7824.0
373,3655.0
374,8831.0
375,6891.0
376,7582.0
377,10689.0
378,6577.0
379,9051.0
380,4863.0
381,5501.0
382,8450.0
383,4793.0
384,12020.0
385,5900.0
386,4699.0
387,6561.0
388,7780.0
389,7149.0
390,6228.0
391,6843.0
392,6136.0
393,7769.0
394,7701.0
395,8730.0
396,5722.0
397,4770.0
398,6959.0
399,6143.0
400,3931.0
401,5643.0
402,8835.0
403,9483.0
404,10904.0
405,12260.0
406,9083.0
407,4424.0
408,3982.0
409,9485.0
410,10904.0
411,9778.0
412,9441.0
413,6400.0
414,5695.0
415,4721.0
416,8639.0
417,5965.0
418,6672.0
419,6579.0
420,2814.0
421,13155.0
422,5863.0
423,4710.0
424,4593.0
425,5670.0
426,6689.0
427,9697.0
428,7680.0
429,3590.0
430,4818.0
431,3029.0
432,2196.0
433,6972.0
434,16289.0
435,3804.0
436,6556.0
437,6872.0
438,5194.0
439,4569.0
440,5027.0
441,3817.0
442,8502.0
443,6937.0
444,4093.0
445,10379.0
446,6417.0
447,5382.0
448,7966.0
449,7063.0
450,10802.0
451,6089.0
452,6998.0
453,4754.0
454,6283.0
455,11561.0
456,10541.0
457,5400.0
458,5386.0
459,5823.0
460,6330.0
461,4656.0
462,5942.0
463,4801.0
464,7200.0
465,8380.0
466,4390.0
467,6657.0
468,6401.0
469,8931.0
470,6952.0
471,4052.0
472,5502.0
473,7158.0
474,9055.0
475,8459.0
476,7505.0
477,5138.0
478,8725.0
479,5675.0
480,4926.0
481,9697.0
482,7170.0
483,6235.0
484,5742.0
485,7462.0
486,6238.0
487,6019.0
488,7691.0
489,6586.0
490,6849.0
491,8971.0
492,6200.0
493,4939.0
494,11188.0
495,6260.0
496,3012.0
497,6497.0
498,10009.0
499,9693.0
500,5417.0
501,6974.0
502,6821.0
503,7640.0
504,5308.0
505,6971.0
506,4090.0
507,6371.0
508,5921.0
509,5093.0
510,5914.0
511,7346.0
512,8612.0
513,7263.0
514,8471.0
515,6516.0
516,9964.0
517,5509.0
518,6187.0
519,7563.0
520,7193.0
521,9550.0
522,6004.0
523,10091.0
524,7730.0
525,9236.0
526,5034.0
527,3501.0
528,8209.0
529,7383.0
530,9746.0
531,7172.0
532,5262.0
533,8551.0
534,6853.0
535,7201.0
536,7715.0
537,5273.0
538,5842.0
539,10994.0
540,8715.0
541,3623.0
542,5862.0
543,3952.0
544,2969.0
545,7891.0
546,5006.0
547,8432.0
548,5543.0
549,6601.0
550,5420.0
551,7839.0
552,6937.0
553,5277.0
554,5919.0
555,7264.0
556,4719.0
557,6744.0
558,7734.0
559,7766.0
560,8351.0
561,7982.0
562,5197.0
563,4162.0
564,5405.0
565,10587.0
566,9974.0
567,9440.0
568,13772.0
569,6760.0
570,4595.0
571,9271.0
572,8267.0
573,11060.0
574,7967.0
575,9315.0
576,8672.0
577,5914.0
578,7154.0
579,5132.0
580,5083.0
581,6740.0
582,4052.0
583,5514.0
584,7763.0
585,16075.0
586,7102.0
587,4902.0
588,11165.0
589,7769.0
590,5241.0
591,4452.0
592,8772.0
593,7505.0
594,5348.0
595,12207.0
596,11339.0
597,9780.0
598,7440.0
599,4177.0
600,6587.0
601,5128.0
602,8345.0
603,5788.0
604,5184.0
605,4831.0
606,5388.0
607,6841.0
608,9645.0
609,3541.0
610,6278.0
611,9856.0
612,7565.0
613,5207.0
614,3997.0
615,8820.0
616,5076.0
617,10186.0
618,4531.0
619,5429.0
620,6968.0
621,5079.0
622,4617.0
623,7122.0
624,6570.0
625,10483.0
626,8621.0
627,5344.0
628,3100.0
629,6842.0
630,7314.0
631,5251.0
632,7070.0
633,5391.0
634,11188.0
635,7177.0
636,7018.0
637,9196.0
638,5995.0
639,9078.0
640,6233.0
641,13264.0
642,5810.0
643,5184.0
644,5373.0
645,4319.0
646,6239.0
647,20363.0
648,3991.0
649,4367.0
650,10648.0
651,13183.0
652,7101.0
653,7646.0
654,6547.0
655,5169.0
656,4646.0
657,9624.0
658,5629.0
659,5304.0
660,8942.0
661,5194.0
662,7870.0
663,6602.0
664,2990.0
665,5228.0
666,4567.0
667,4550.0
668,7893.0
669,7591.0
670,5437.0
671,8656.0
672,7505.0
673,6982.0
674,4707.0
675,5350.0
676,5833.0
677,4090.0
678,8043.0
679,3328.0
680,6016.0
681,5118.0
682,6996.0
683,6678.0
684,6743.0
685,6601.0
686,8824.0
687,6297.0
688,6614.0
689,6326.0
690,8653.0
691,9920.0
692,6443.0
693,2806.0
694,5864.0
695,7508.0
696,4133.0
697,11137.0
698,6429.0
699,7319.0
700,10935.0
701,10671.0
702,5030.0
703,11891.0
704,8210.0
705,4833.0
706,9898.0
707,7942.0
708,7245.0
709,5611.0
710,7717.0
711,5272.0
712,8639.0
713,6053.0
714,4358.0
715,9161.0
716,6983.0
717,6522.0
718,7527.0
719,7161.0
720,7220.0
721,2691.0
722,8401.0
723,6599.0
724,4770.0
725,7439.0
726,7493.0
727,8872.0
728,5097.0
729,5800.0
730,7032.0
731,7766.0
732,6567.0
733,5147.0
734,4518.0
735,7833.0
736,7533.0
737,5853.0
738,8209.0
739,7736.0
740,7187.0
741,5129.0
742,3478.0
743,7216.0
744,7505.0
745,6143.0
746,9207.0
747,8043.0
748,5543.0
749,8852.0
750,4084.0
751,3685.0
752,8479.0
753,4747.0
754,8107.0
755,6046.0
756,4495.0
757,7190.0
758,9137.0
759,5860.0
760,9750.0
761,5284.0
762,4733.0
763,4572.0
764,11995.0
765,5052.0
766,5808.0
767,5520.0
768,4354.0
769,7328.0
770,6143.0
771,6012.0
772,4348.0
773,8174.0
774,3719.0
775,12004.0
776,8730.0
777,6644.0
778,5340.0
779,3439.0
780,13183.0
781,6493.0
782,4974.0
783,9908.0
784,8191.0
785,6825.0
786,6197.0
787,7470.0
788,8025.0
789,11561.0
790,4747.0
791,4833.0
792,4590.0
793,6443.0
794,6070.0
795,10039.0
796,9049.0
797,4572.0
798,3828.0
799,5404.0
800,11719.0
801,5697.0
802,7532.0
803,4947.0
804,7465.0
805,8368.0
806,6827.0
807,10450.0
808,8527.0
809,4398.0
810,6907.0
811,10039.0
812,10803.0
813,6085.0
814,6843.0
815,6082.0
816,4080.0
817,8691.0
818,4559.0
819,7691.0
820,7902.0
821,4584.0
822,7878.0
823,6672.0
824,7426.0
825,10122.0
826,9780.0
827,5352.0
828,8089.0
829,10307.0
830,10826.0
831,6937.0
832,6641.0
833,5966.0
834,6339.0
835,5626.0
836,10464.0
837,10177.0
838,11338.0
839,4543.0
840,6175.0
841,10324.0
842,13183.0
843,5246.0
844,10291.0
845,8639.0
846,5586.0
847,6078.0
848,4700.0
849,5690.0
850,5862.0
851,5275.0
852,5495.0
853,8430.0
854,7265.0
855,23473.0
856,6590.0
857,4683.0
858,8034.0
859,10774.0
860,6089.0
861,8538.0
862,5714.0
863,8200.0
864,7539.0
865,5239.0
866,6509.0
867,6155.0
868,10099.0
869,5623.0
870,9227.0
871,5710.0
872,5811.0
873,5721.0
874,8317.0
875,10277.0
876,10609.0
877,7329.0
878,4412.0
879,5344.0
880,5352.0
881,8777.0
882,11418.0
883,10288.0
884,6032.0
885,5132.0
886,3507.0
887,6487.0
888,12723.0
889,7895.0
890,4743.0
891,6189.0
892,5923.0
893,2733.0
894,7847.0
895,3548.0
896,7522.0
897,6395.0
898,5705.0
899,8400.0
900,7441.0
901,6760.0
902,8270.0
903,9536.0
904,11925.0
905,5369.0
906,8598.0
907,10339.0
908,17241.0
909,6787.0
910,10307.0
911,5727.0
912,3595.0
913,6613.0
914,6126.0
915,11104.0
916,5709.0
917,4979.0
918,8223.0
919,8959.0
920,9340.0
921,3512.0
922,14569.0
923,5071.0
924,6738.0
925,8345.0
926,5591.0
927,7020.0
928,5952.0
929,6914.0
930,11128.0
931,5851.0
932,8827.0
933,8583.0
934,7803.0
935,6896.0
936,8633.0
937,12153.0
938,10099.0
939,3086.0
940,8597.0
941,5093.0
942,5760.0
943,6933.0
944,4187.0
945,9466.0
946,6782.0
947,6630.0
948,9062.0
949,3658.0
950,6426.0
951,7140.0
952,8753.0
953,7979.0
954,4646.0
955,5116.0
956,7928.0
957,6606.0
958,4558.0
959,8031.0
960,7131.0
961,8425.0
962,5775.0
963,4886.0
964,6467.0
965,7525.0
966,9101.0
967,8597.0
968,8490.0
969,5675.0
970,8520.0
971,6036.0
972,8247.0
973,8210.0
974,5601.0
975,8752.0
976,8328.0
977,8804.0
978,5867.0
979,8023.0
980,8228.0
981,8928.0
982,4584.0
983,6273.0
984,8321.0
985,6094.0
986,4930.0
987,8246.0
988,6845.0
989,5955.0
990,7787.0
991,5359.0
992,8268.0
993,8262.0
994,7356.0
995,5581.0
996,5219.0
997,7622.0
998,4051.0
999,7140.0
1000,5569.0
1001,9186.0
1002,6821.0
1003,5423.0
1004,13958.0
1005,6704.0
1006,5059.0
1007,10877.0
1008,8864.0
1009,8940.0
1010,8110.0
1011,4871.0
1012,6787.0
1013,6466.0
1014,8264.0
1015,13777.0
1016,4827.0
1017,4215.0
1018,7557.0
1019,9220.0
1020,9689.0
1021,6387.0
1022,6984.0
1023,5516.0
1024,5635.0
1025,3230.0
1026,4505.0
1027,7311.0
1028,8597.0
1029,6306.0
1030,7511.0
1031,8784.0
1032,10243.0
1033,9066.0
1034,4655.0
1035,8704.0
1036,12392.0
1037,6172.0
1038,8055.0
1039,5606.0
1040,5982.0
1041,4665.0
1042,7219.0
1043,5835.0
1044,11039.0
1045,6775.0
1046,8390.0
1047,7595.0
1048,4630.0
1049,9528.0
1050,17654.0
1051,11873.0
1052,16389.0
1053,3308.0
1054,7610.0
1055,9188.0
1056,5706.0
1057,12364.0
1058,17300.0
1059,3778.0
1060,6345.0
1061,8061.0
1062,4358.0
1063,6076.0
1064,7656.0
1065,8139.0
1066,5029.0
1067,7749.0
1068,6982.0
1069,7562.0
1070,15183.0
1071,7166.0
1072,7076.0
1073,8185.0
1074,6842.0
1075,6111.0
1076,9187.0
1077,5658.0
1078,5462.0
1079,8996.0
1080,6765.0
1081,5603.0
1082,7691.0
1083,8455.0
1084,12026.0
1085,6674.0
1086,7409.0
1087,6703.0
1088,4321.0
1089,5824.0
1090,6992.0
1091,4954.0
1092,4494.0
1093,7326.0
1094,8132.0
1095,10752.0
1096,6672.0
1097,5398.0
1098,5392.0
1099,5856.0
1100,10433.0
1101,5255.0
1102,8055.0
1103,17521.0
1104,8059.0
1105,6252.0
1106,5426.0
1107,5272.0
1108,6547.0
1109,4192.0
1110,4634.0
1111,11969.0
1112,5168.0
1113,15618.0
1114,14045.0
1115,5186.0
1116,6921.0
1117,4340.0
1118,5480.0
1119,6865.0
1120,11669.0
1121,8028.0
1122,12189.0
1123,4926.0
1124,6843.0
1125,5607.0
1126,9071.0
1127,7951.0
1128,7005.0
1129,8454.0
1130,8940.0
1131,8645.0
1132,8188.0
1133,6057.0
1134,10716.0
1135,6399.0
1136,11452.0
1137,5340.0
1138,5971.0
1139,4479.0
1140,11339.0
1141,6548.0
1142,6740.0
1143,5709.0
1144,9644.0
1145,5100.0
1146,9760.0
1147,7987.0
1148,3645.0
1149,15214.0
1150,18331.0
1151,8496.0
1152,7286.0
1153,8692.0
1154,11762.0
1155,10904.0
1156,5574.0
1157,8302.0
1158,6131.0
1159,7304.0
1160,4202.0
1161,8390.0
1162,6570.0
1163,6860.0
1164,5508.0
1165,6433.0
1166,5854.0
1167,6341.0
1168,4523.0
1169,5332.0
1170,6545.0
1171,7092.0
1172,10046.0
1173,8362.0
1174,6667.0
1175,6513.0
1176,7076.0
1177,7606.0
1178,8788.0
1179,5569.0
1180,4501.0
1181,9873.0
1182,4732.0
1183,6355.0
1184,4264.0
1185,6015.0
1186,9230.0
1187,6719.0
1188,5708.0
1189,8690.0
1190,8573.0
1191,8226.0
1192,6375.0
1193,10019.0
1194,3270.0
1195,5510.0
1196,6467.0
1197,4361.0
1198,9107.0
1199,3380.0
1200,6041.0
1201,9433.0
1202,11157.0
1203,6542.0
1204,5756.0
1205,5796.0
1206,10827.0
1207,11449.0
1208,6340.0
1209,5564.0
1210,5946.0
1211,11577.0
1212,4692.0
1213,7425.0
1214,8332.0
1215,8819.0
1216,11079.0
1217,6728.0
1218,13762.0
1219,5810.0
1220,6254.0
1221,2909.0
1222,5848.0
1223,6068.0
1224,5893.0
1225,5997.0
1226,6376.0
1227,4616.0
1228,7824.0
1229,3655.0
1230,8831.0
1231,8813.0
1232,9528.0
1233,10689.0
1234,6459.0
1235,9589.0
1236,5639.0
1237,6383.0
1238,7378.0
1239,6284.0
1240,12578.0
1241,6964.0
1242,4699.0
1243,6561.0
1244,7780.0
1245,7149.0
1246,6228.0
1247,6843.0
1248,6136.0
1249,6433.0
1250,8576.0
1251,8730.0
1252,5722.0
1253,5395.0
1254,6959.0
1255,6143.0
1256,3931.0
1257,6059.0
1258,7752.0
1259,10176.0
1260,10904.0
1261,11764.0
1262,10373.0
1263,7557.0
1264,3982.0
1265,9485.0
1266,10904.0
1267,9782.0
1268,9441.0
1269,6400.0
1270,5565.0
1271,4721.0
1272,6386.0
1273,7915.0
1274,6672.0
1275,6579.0
1276,2814.0
1277,11886.0
1278,6209.0
1279,5430.0
1280,4628.0
1281,5670.0
1282,6782.0
1283,9692.0
1284,7680.0
1285,3590.0
1286,4818.0
1287,5135.0
1288,2196.0
1289,6972.0
1290,16563.0
1291,4267.0
1292,6581.0
1293,7940.0
1294,5194.0
1295,5010.0
1296,5965.0
1297,3807.0
1298,8036.0
1299,6937.0
1300,4333.0
1301,11201.0
1302,6045.0
1303,5382.0
1304,7966.0
1305,8648.0
1306,11037.0
1307,6089.0
1308,7880.0
1309,4754.0
1310,5980.0
1311,16440.0
1312,10541.0
1313,5400.0
1314,5958.0
1315,5823.0
1316,6170.0
1317,4656.0
1318,5942.0
1319,5172.0
1320,7200.0
1321,7957.0
1322,4390.0
1323,8008.0
1324,8551.0
1325,7304.0
1326,6952.0
1327,4052.0
1328,4881.0
1329,7187.0
1330,9807.0
1331,8459.0
1332,7505.0
1333,5242.0
1334,8934.0
1335,7103.0
1336,4479.0
1337,7734.0
1338,7612.0
1339,6421.0
1340,5742.0
1341,7462.0
1342,5615.0
1343,5857.0
1344,8246.0
1345,7114.0
1346,8414.0
1347,8784.0
1348,6200.0
1349,4939.0
1350,11188.0
1351,6260.0
1352,3935.0
1353,6497.0
1354,10009.0
1355,10309.0
1356,5670.0
1357,6555.0
1358,6821.0
1359,7640.0
1360,6504.0
1361,8798.0
1362,4090.0
1363,7735.0
1364,5921.0
1365,5093.0
1366,6842.0
1367,7346.0
1368,8612.0
1369,7263.0
1370,8471.0
1371,6841.0
1372,9842.0
1373,5509.0
1374,6818.0
1375,7563.0
1376,6933.0
1377,9550.0
1378,4717.0
1379,8778.0
1380,7730.0
1381,7789.0
1382,5420.0
1383,3501.0
1384,8672.0
1385,6406.0
1386,10470.0
1387,7172.0
1388,5262.0
1389,8629.0
1390,6853.0
1391,7688.0
1392,10878.0
1393,5565.0
1394,5842.0
1395,12917.0
1396,8715.0
1397,5197.0
1398,5394.0
1399,4826.0
1400,2969.0
1401,7891.0
1402,5900.0
1403,8752.0
1404,4656.0
1405,6412.0
1406,6310.0
1407,12115.0
1408,6937.0
1409,5255.0
1410,6514.0
1411,7372.0
1412,4462.0
1413,7166.0
1414,6510.0
1415,8538.0
1416,8824.0
1417,7323.0
1418,5197.0
1419,4162.0
1420,6622.0
1421,10587.0
1422,10511.0
1423,6937.0
1424,13772.0
1425,6797.0
1426,4816.0
1427,8471.0
1428,8267.0
1429,11045.0
1430,7967.0
1431,9460.0
1432,8672.0
1433,6842.0
1434,7154.0
1435,5132.0
1436,5083.0
1437,6740.0
1438,4052.0
1439,6290.0
1440,7763.0
1441,16075.0
1442,7102.0
1443,4902.0
1444,14078.0
1445,6433.0
1446,5241.0
1447,4977.0
1448,8265.0
1449,7505.0
1450,5847.0
1451,12207.0
1452,11339.0
1453,10167.0
1454,7440.0
1455,4443.0
1456,6587.0
1457,5606.0
1458,8345.0
1459,5518.0
1460,5812.0
1461,5696.0
1462,5189.0
1463,7576.0
1464,9645.0
1465,3857.0
1466,6278.0
1467,10506.0
1468,9098.0
1469,6092.0
1470,5067.0
1471,9183.0
1472,5076.0
1473,9973.0
1474,4531.0
1475,5641.0
1476,6968.0
1477,5978.0
1478,4683.0
1479,6387.0
1480,7822.0
1481,11201.0
1482,7895.0
1483,5344.0
1484,3100.0
1485,6842.0
1486,7314.0
1487,5251.0
1488,7070.0
1489,5391.0
1490,11779.0
1491,8055.0
1492,7018.0
1493,9196.0
1494,4651.0
1495,8139.0
1496,6712.0
1497,13930.0
1498,5810.0
1499,5812.0
1500,5373.0
1501,4319.0
1502,6687.0
1503,22190.0
1504,3991.0
1505,4397.0
1506,10648.0
1507,13183.0
1508,8517.0
1509,7646.0
1510,6349.0
1511,5169.0
1512,4646.0
1513,9329.0
1514,6021.0
1515,5304.0
1516,8942.0
1517,5194.0
1518,7870.0
1519,6602.0
1520,2990.0
1521,5228.0
1522,5395.0
1523,5010.0
1524,7893.0
1525,7591.0
1526,5437.0
1527,8783.0
1528,7505.0
1529,7156.0
1530,4720.0
1531,5175.0
1532,8163.0
1533,4090.0
1534,8886.0
1535,6005.0
1536,5956.0
1537,4425.0
1538,6996.0
1539,6678.0
1540,6743.0
1541,6412.0
1542,9879.0
1543,6204.0
1544,8327.0
1545,6326.0
1546,9452.0
1547,10366.0
1548,6443.0
1549,2806.0
1550,7035.0
1551,7508.0
1552,4133.0
1553,11137.0
1554,6429.0
1555,7721.0
1556,10556.0
1557,13936.0
1558,5030.0
1559,11891.0
1560,8210.0
1561,4833.0
1562,9829.0
1563,7942.0
1564,7245.0
1565,5611.0
1566,7717.0
1567,5458.0
1568,6386.0
1569,6053.0
1570,4358.0
1571,9161.0
1572,6983.0
1573,6306.0
1574,8622.0
1575,6526.0
1576,7220.0
1577,2691.0
1578,8788.0
1579,7982.0
1580,5395.0
1581,7439.0
1582,6553.0
1583,8872.0
1584,5097.0
1585,5800.0
1586,6914.0
1587,7766.0
1588,7194.0
1589,5116.0
1590,5165.0
1591,9215.0
1592,7861.0
1593,5643.0
1594,8672.0
1595,8423.0
1596,7768.0
1597,5129.0
1598,4210.0
1599,7426.0
1600,7505.0
1601,6143.0
1602,11613.0
1603,10158.0
1604,5190.0
1605,7221.0
1606,4084.0
1607,3887.0
1608,6838.0
1609,4930.0
1610,8083.0
1611,6046.0
1612,4495.0
1613,7190.0
1614,9574.0
1615,6117.0
1616,9750.0
1617,6396.0
1618,4733.0
1619,6604.0
1620,13986.0
1621,6145.0
1622,6325.0
1623,5520.0
1624,4354.0
1625,7641.0
1626,6143.0
1627,6238.0
1628,4348.0
1629,8174.0
1630,3719.0
1631,12004.0
1632,8730.0
1633,9101.0
1634,5310.0
1635,3965.0
1636,13183.0
1637,6493.0
1638,5710.0
1639,8880.0
1640,8191.0
1641,8004.0
1642,6149.0
1643,7470.0
1644,8025.0
1645,15010.0
1646,4930.0
1647,5371.0
1648,5044.0
1649,6443.0
1650,6070.0
1651,10039.0
1652,9254.0
1653,5738.0
1654,3828.0
1655,5404.0
1656,11719.0
1657,5630.0
1658,8968.0
1659,4273.0
1660,8177.0
1661,8368.0
1662,7726.0
1663,9782.0
1664,8527.0
1665,4357.0
1666,6907.0
1667,10039.0
1668,9771.0
1669,6085.0
1670,6843.0
1671,6082.0
1672,4080.0
1673,9906.0
1674,4805.0
1675,8246.0
1676,7902.0
1677,5234.0
1678,6177.0
1679,6672.0
1680,7770.0
1681,10122.0
1682,10167.0
1683,5352.0
1684,8089.0
1685,10307.0
1686,10826.0
1687,6937.0
1688,6680.0
1689,5966.0
1690,6339.0
1691,5626.0
1692,10464.0
1693,10312.0
1694,12109.0
1695,4318.0
1696,6175.0
1697,10225.0
1698,13183.0
1699,6236.0
1700,10291.0
1701,6386.0
1702,5586.0
1703,6078.0
1704,4700.0
1705,5415.0
1706,8103.0
1707,4407.0
1708,5839.0
1709,9432.0
1710,7265.0
1711,22344.0
1712,6039.0
1713,5042.0
1714,8864.0
1715,7148.0
1716,8845.0
1717,8538.0
1718,7491.0
1719,8200.0
1720,7673.0
1721,7159.0
1722,6509.0
1723,6155.0
1724,7725.0
1725,5623.0
1726,10884.0
1727,6835.0
1728,5027.0
1729,7596.0
1730,12611.0
1731,12233.0
1732,10773.0
1733,6567.0
1734,4925.0
1735,11596.0
1736,4177.0
1737,8439.0
1738,13423.0
1739,10831.0
1740,8010.0
1741,8929.0
1742,5132.0
1743,7110.0
1744,12723.0
1745,7180.0
1746,5812.0
1747,6189.0
1748,5923.0
1749,3948.0
1750,5925.0
1751,5321.0
1752,7522.0
1753,9429.0
1754,7224.0
1755,8400.0
1756,7309.0
1757,5831.0
1758,8201.0
1759,8287.0
1760,12806.0
1761,5369.0
1762,10759.0
1763,9346.0
1764,17241.0
1765,4891.0
1766,10992.0
1767,5489.0
1768,5730.0
1769,7880.0
1770,4196.0
1771,5476.0
1772,6241.0
1773,7839.0
1774,8361.0
1775,8959.0
1776,10992.0
1777,4353.0
1778,6725.0
1779,5484.0
1780,7632.0
1781,8345.0
1782,5899.0
1783,9741.0
1784,7467.0
1785,8289.0
1786,12298.0
1787,6969.0
1788,8194.0
1789,8292.0
1790,0.0
1791,6093.0
1792,8147.0
1793,12668.0
1794,7725.0
1795,5532.0
1796,9771.0
1797,6847.0
1798,5760.0
1799,9161.0
1800,4266.0
1801,7725.0
1802,6567.0
1803,7831.0
1804,7148.0
1805,4541.0
1806,6024.0
1807,7176.0
1808,8753.0
1809,10062.0
1810,4646.0
1811,6503.0
1812,8899.0
1813,7764.0
1814,5206.0
1815,9069.0
1816,7374.0
1817,8611.0
1818,7370.0
1819,4924.0
1820,8625.0
1821,11870.0
1822,10567.0
1823,9771.0
1824,7785.0
1825,7353.0
1826,8808.0
1827,6528.0
1828,8340.0
1829,11870.0
1830,6327.0
1831,10432.0
1832,9914.0
1833,8206.0
1834,5925.0
1835,8023.0
1836,9424.0
1837,8882.0
1838,4567.0
1839,6273.0
1840,10766.0
1841,6388.0
1842,4930.0
1843,9625.0
1844,6556.0
1845,6555.0
1846,8301.0
1847,6106.0
1848,8735.0
1849,8845.0
1850,9626.0
1851,5426.0
1852,5991.0
1853,6422.0
1854,4243.0
1855,11870.0
1856,5569.0
1857,13169.0
1858,5146.0
1859,6734.0
1860,15136.0
1861,6789.0
1862,5059.0
1863,10877.0
1864,6639.0
1865,10834.0
1866,10461.0
1867,5093.0
1868,11296.0
1869,5554.0
1870,7206.0
1871,14549.0
1872,4827.0
1873,3371.0
